Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout,Link,Empty
71,14,True,22,2,16,4,False,False,LTLHL-Farm-71.php,
72,15,True,8,3,24,1,False,False,LTLHL-Farm-72.php,
73,15,True,10,4,18,2,False,False,LTLHL-Farm-73.php,
74,15,True,2,1,6,2,False,False,LTLHL-Farm-74.php,
75,15,True,12,2,20,3,True,True,LTLHL-Farm-75.php,
76,16,True,21,3,9,5,False,False,LTLHL-Farm-76.php,
77,16,True,1,3,17,2,False,False,LTLHL-Farm-77.php,
78,16,True,19,2,7,3,False,False,LTLHL-Farm-78.php,
79,16,True,15,2,3,1,False,False,LTLHL-Farm-79.php,
80,16,True,18,0,14,3,False,False,LTLHL-Farm-80.php,
81,17,True,13,3,5,6,False,False,LTLHL-Farm-81.php,
82,17,True,11,1,23,4,False,False,LTLHL-Farm-82.php,
83,17,True,12,2,8,4,False,False,LTLHL-Farm-83.php,
84,17,True,2,2,22,3,True,True,LTLHL-Farm-84.php,
85,18,True,17,3,1,4,False,False,LTLHL-Farm-85.php,
86,18,True,9,4,21,2,False,False,LTLHL-Farm-86.php,
87,18,True,4,3,10,2,True,False,LTLHL-Farm-87.php,
88,18,True,3,2,15,1,True,True,LTLHL-Farm-88.php,
89,18,True,7,3,19,0,False,False,LTLHL-Farm-89.php,
90,18,True,20,3,24,0,False,False,LTLHL-Farm-90.php,
91,19,True,5,1,13,2,True,False,LTLHL-Farm-91.php,
92,19,True,23,3,11,2,False,False,LTLHL-Farm-92.php,
93,19,True,6,2,16,3,True,False,LTLHL-Farm-93.php,
94,19,True,22,1,2,2,True,False,LTLHL-Farm-94.php,
95,19,True,20,1,12,3,False,False,LTLHL-Farm-95.php,
96,19,True,18,3,4,1,False,False,LTLHL-Farm-96.php,
97,20,True,24,3,8,2,True,False,LTLHL-Farm-97.php,
98,20,True,10,4,14,3,True,False,LTLHL-Farm-98.php,
99,20,True,22,1,6,2,False,False,LTLHL-Farm-99.php,
100,20,True,9,0,17,3,False,False,LTLHL-Farm-100.php,
101,20,True,13,3,3,2,False,False,LTLHL-Farm-101.php,
102,20,True,21,2,1,3,False,False,LTLHL-Farm-102.php,
103,21,True,15,5,5,3,False,False,LTLHL-Farm-103.php,
104,21,True,11,1,19,0,False,False,LTLHL-Farm-104.php,
105,21,True,23,2,7,0,False,False,LTLHL-Farm-105.php,
106,21,True,12,7,16,6,True,False,LTLHL-Farm-106.php,
107,21,True,4,1,18,2,False,False,LTLHL-Farm-107.php,
108,21,True,8,2,20,3,False,False,LTLHL-Farm-108.php,
109,22,True,17,2,9,3,True,True,LTLHL-Farm-109.php,
110,22,True,14,4,10,1,False,False,LTLHL-Farm-110.php,
111,22,True,6,1,2,7,False,False,LTLHL-Farm-111.php,
112,22,True,1,4,21,3,True,False,LTLHL-Farm-112.php,
113,22,True,12,2,24,4,False,False,LTLHL-Farm-113.php,
114,23,True,16,1,22,2,True,True,LTLHL-Farm-114.php,
115,23,True,13,1,15,6,False,False,LTLHL-Farm-115.php,
116,23,True,7,1,23,2,False,False,LTLHL-Farm-116.php,
117,23,True,19,2,11,1,True,False,LTLHL-Farm-117.php,
118,23,True,10,1,4,2,False,False,LTLHL-Farm-118.php,
119,23,True,14,5,18,0,False,False,LTLHL-Farm-119.php,
120,24,True,3,3,13,4,True,False,LTLHL-Farm-120.php,
121,24,True,8,3,12,4,True,True,LTLHL-Farm-121.php,
122,24,True,1,3,5,4,False,False,LTLHL-Farm-122.php,
123,24,True,24,3,20,2,True,False,LTLHL-Farm-123.php,
124,24,True,2,5,6,3,False,False,LTLHL-Farm-124.php,
125,24,True,21,2,17,0,False,False,LTLHL-Farm-125.php,
126,25,True,22,4,16,5,True,True,LTLHL-Farm-126.php,
127,25,True,11,1,7,3,False,False,LTLHL-Farm-127.php,
128,25,True,1,1,9,4,False,False,LTLHL-Farm-128.php,
129,25,True,5,2,15,3,False,False,LTLHL-Farm-129.php,
130,25,True,23,3,19,4,False,False,LTLHL-Farm-130.php,
131,25,True,20,0,8,1,False,False,LTLHL-Farm-131.php,
132,26,True,17,2,3,1,False,False,LTLHL-Farm-132.php,
133,26,True,18,1,14,2,True,False,LTLHL-Farm-133.php,
134,26,True,4,3,10,4,False,False,LTLHL-Farm-134.php,
135,26,True,19,4,21,2,False,False,LTLHL-Farm-135.php,
136,26,True,16,3,2,2,True,True,LTLHL-Farm-136.php,
137,26,True,6,0,24,1,False,False,LTLHL-Farm-137.php,
138,27,True,15,3,13,2,True,False,LTLHL-Farm-138.php,
139,27,True,7,0,11,3,False,False,LTLHL-Farm-139.php,
140,27,True,12,2,22,3,True,True,LTLHL-Farm-140.php,
141,27,True,9,4,23,2,False,False,LTLHL-Farm-141.php,
142,27,True,3,3,1,4,True,False,LTLHL-Farm-142.php,
143,28,True,14,2,4,0,False,False,LTLHL-Farm-143.php,
144,28,True,20,2,12,1,False,False,LTLHL-Farm-144.php,
145,28,True,24,2,8,3,False,False,LTLHL-Farm-145.php,
146,28,True,17,3,5,4,False,False,LTLHL-Farm-146.php,
147,28,True,2,4,18,5,True,False,LTLHL-Farm-147.php,
148,29,True,22,5,6,3,False,False,LTLHL-Farm-148.php,
149,29,True,21,2,15,4,False,False,LTLHL-Farm-149.php,
150,29,True,18,1,10,2,False,False,LTLHL-Farm-150.php,
151,29,True,13,1,11,3,False,False,LTLHL-Farm-151.php,
152,30,True,23,2,19,3,True,True,LTLHL-Farm-152.php,
153,30,True,24,2,14,1,True,False,LTLHL-Farm-153.php,
154,30,True,3,4,7,1,False,False,LTLHL-Farm-154.php,
155,30,True,1,2,9,4,False,False,LTLHL-Farm-155.php,
156,30,True,6,1,16,2,False,False,LTLHL-Farm-156.php,
157,31,True,10,1,20,2,False,False,LTLHL-Farm-157.php,
158,31,True,17,1,21,2,True,True,LTLHL-Farm-158.php,
159,31,True,22,3,4,1,False,False,LTLHL-Farm-159.php,
160,31,True,8,2,2,3,False,False,LTLHL-Farm-160.php,
161,31,True,11,1,13,2,False,False,LTLHL-Farm-161.php,
162,32,True,5,3,3,4,True,True,LTLHL-Farm-162.php,
163,32,True,19,3,23,1,False,False,LTLHL-Farm-163.php,
164,32,True,9,4,1,5,True,True,LTLHL-Farm-164.php,
165,32,True,8,1,24,2,False,False,LTLHL-Farm-165.php,
166,33,True,10,2,12,3,False,False,LTLHL-Farm-166.php,
167,33,True,13,3,17,5,False,False,LTLHL-Farm-167.php,
168,33,True,6,4,22,3,True,False,LTLHL-Farm-168.php,
169,33,True,16,5,14,2,False,False,LTLHL-Farm-169.php,
170,34,True,18,3,20,4,False,False,LTLHL-Farm-170.php,
171,34,True,21,3,7,0,False,False,LTLHL-Farm-171.php,
172,34,True,3,4,5,2,False,False,LTLHL-Farm-172.php,
173,34,True,19,3,15,2,True,True,LTLHL-Farm-173.php,
174,35,True,8,2,6,5,False,False,LTLHL-Farm-174.php,
175,35,True,23,3,9,6,False,False,LTLHL-Farm-175.php,
176,35,True,4,3,16,5,False,False,LTLHL-Farm-176.php,
177,35,True,10,3,2,2,False,False,LTLHL-Farm-177.php,
178,35,True,1,3,11,2,False,False,LTLHL-Farm-178.php,
179,36,True,14,3,18,4,False,False,LTLHL-Farm-179.php,
180,36,True,3,4,17,5,True,True,LTLHL-Farm-180.php,
181,36,True,20,3,12,4,True,False,LTLHL-Farm-181.php,
182,36,True,13,4,21,3,False,False,LTLHL-Farm-182.php,
183,36,True,24,3,22,2,True,False,LTLHL-Farm-183.php,
184,37,True,9,3,19,2,True,True,LTLHL-Farm-184.php,
185,37,True,16,4,8,1,False,False,LTLHL-Farm-185.php,
186,37,True,10,2,4,3,True,False,LTLHL-Farm-186.php,
187,37,True,5,0,23,3,False,False,LTLHL-Farm-187.php,
188,37,True,11,2,1,0,False,False,LTLHL-Farm-188.php,
189,37,True,2,1,24,0,False,False,LTLHL-Farm-189.php,
190,38,True,21,4,13,3,True,True,LTLHL-Farm-190.php,
191,38,True,7,2,3,3,False,False,LTLHL-Farm-191.php,
192,38,True,20,2,10,3,False,False,LTLHL-Farm-192.php,
193,38,True,6,1,15,4,False,False,LTLHL-Farm-193.php,
194,38,True,17,2,14,0,False,False,LTLHL-Farm-194.php,
195,38,True,12,1,18,3,False,False,LTLHL-Farm-195.php,
196,39,True,22,3,5,5,False,False,LTLHL-Farm-196.php,
197,39,True,8,3,7,2,False,False,LTLHL-Farm-197.php,
198,39,True,9,1,2,3,False,False,LTLHL-Farm-198.php,
199,39,True,1,1,11,2,True,True,LTLHL-Farm-199.php,
200,39,True,16,1,4,5,False,False,LTLHL-Farm-200.php,
201,39,True,23,3,19,2,False,False,LTLHL-Farm-201.php,
202,40,True,18,2,20,1,True,False,LTLHL-Farm-202.php,
203,40,True,3,6,6,5,True,False,LTLHL-Farm-203.php,
204,40,True,13,1,21,3,False,False,LTLHL-Farm-204.php,
205,40,True,15,3,12,1,False,False,LTLHL-Farm-205.php,
206,40,True,14,2,17,4,False,False,LTLHL-Farm-206.php,
207,40,True,4,3,24,1,False,False,LTLHL-Farm-207.php,
208,41,True,1,2,23,3,False,False,LTLHL-Farm-208.php,
209,41,True,10,1,9,3,False,False,LTLHL-Farm-209.php,
210,41,True,19,1,8,4,False,False,LTLHL-Farm-210.php,
211,41,True,11,1,16,2,False,False,LTLHL-Farm-211.php,
212,41,True,5,2,22,3,False,False,LTLHL-Farm-212.php,
213,42,True,20,3,3,4,True,False,LTLHL-Farm-213.php,
214,42,True,12,3,13,2,True,False,LTLHL-Farm-214.php,
215,42,True,15,1,1,2,False,False,LTLHL-Farm-215.php,
216,42,True,2,2,10,1,False,False,LTLHL-Farm-216.php,
217,43,True,4,5,7,0,False,False,LTLHL-Farm-217.php,
218,43,True,23,3,5,1,False,False,LTLHL-Farm-218.php,
219,43,True,8,1,6,2,False,False,LTLHL-Farm-219.php,
220,43,True,22,3,14,1,False,False,LTLHL-Farm-220.php,
221,43,True,17,1,18,2,False,False,LTLHL-Farm-221.php,
222,44,True,2,3,15,1,False,False,LTLHL-Farm-222.php,
223,44,True,13,2,19,1,False,False,LTLHL-Farm-223.php,
224,44,True,24,1,11,2,True,False,LTLHL-Farm-224.php,
225,44,True,20,0,9,2,False,False,LTLHL-Farm-225.php,
226,45,True,4,1,16,3,False,False,LTLHL-Farm-226.php,
227,45,True,7,3,21,1,False,False,LTLHL-Farm-227.php,
228,45,True,1,2,12,1,False,False,LTLHL-Farm-228.php,
229,45,True,5,2,3,0,False,False,LTLHL-Farm-229.php,
230,45,True,23,0,8,1,True,True,LTLHL-Farm-230.php,
231,45,True,10,1,17,3,False,False,LTLHL-Farm-231.php,
232,46,True,18,0,2,2,False,False,LTLHL-Farm-232.php,
233,46,True,14,0,20,1,False,False,LTLHL-Farm-233.php,
234,46,True,15,3,22,2,True,False,LTLHL-Farm-234.php,
235,46,True,13,1,24,5,False,False,LTLHL-Farm-235.php,
236,46,True,6,2,23,1,True,True,LTLHL-Farm-236.php,
237,47,True,8,1,4,0,False,False,LTLHL-Farm-237.php,
238,47,True,9,0,10,1,False,False,LTLHL-Farm-238.php,
239,47,True,17,4,1,5,True,False,LTLHL-Farm-239.php,
240,47,True,11,1,13,3,False,False,LTLHL-Farm-240.php,
241,47,True,16,2,7,1,False,False,LTLHL-Farm-241.php,
242,48,True,19,2,15,6,False,False,LTLHL-Farm-242.php,
243,48,True,20,5,5,3,False,False,LTLHL-Farm-243.php,
244,48,True,2,1,21,3,False,False,LTLHL-Farm-244.php,
245,48,True,3,4,14,3,True,False,LTLHL-Farm-245.php,
246,48,True,12,2,6,1,True,True,LTLHL-Farm-246.php,
247,49,True,4,2,18,0,False,False,LTLHL-Farm-247.php,
248,49,True,24,3,9,2,True,False,LTLHL-Farm-248.php,
249,49,True,23,4,11,2,False,False,LTLHL-Farm-249.php,
250,49,True,22,3,16,4,False,False,LTLHL-Farm-250.php,
251,49,True,17,4,19,3,False,False,LTLHL-Farm-251.php,
252,49,True,1,2,8,3,True,True,LTLHL-Farm-252.php,
253,50,True,7,3,20,0,False,False,LTLHL-Farm-253.php,
254,50,True,21,4,3,3,True,False,LTLHL-Farm-254.php,
255,50,True,12,2,2,1,True,False,LTLHL-Farm-255.php,
256,50,True,14,2,22,1,True,False,LTLHL-Farm-256.php,
257,50,True,6,4,24,0,False,False,LTLHL-Farm-257.php,
258,51,True,10,2,13,1,True,True,LTLHL-Farm-258.php,
259,51,True,11,1,23,2,False,False,LTLHL-Farm-259.php,
260,51,True,5,0,17,4,False,False,LTLHL-Farm-260.php,
261,51,True,8,2,4,3,True,True,LTLHL-Farm-261.php,
262,51,True,9,2,12,1,False,False,LTLHL-Farm-262.php,
263,51,True,16,2,1,0,False,False,LTLHL-Farm-263.php,
264,52,True,20,3,10,0,False,False,LTLHL-Farm-264.php,
265,52,True,21,2,15,1,True,True,LTLHL-Farm-265.php,
266,52,True,2,4,7,2,False,False,LTLHL-Farm-266.php,
267,52,True,3,3,18,2,True,False,LTLHL-Farm-267.php,
268,52,True,6,4,14,2,False,False,LTLHL-Farm-268.php,
269,52,True,9,8,19,2,False,False,LTLHL-Farm-269.php,
270,53,True,4,3,5,0,False,False,LTLHL-Farm-270.php,
271,53,True,22,1,24,4,False,False,LTLHL-Farm-271.php,
272,53,True,13,2,11,1,True,False,LTLHL-Farm-272.php,
273,53,True,23,1,16,3,False,False,LTLHL-Farm-273.php,
274,53,True,1,1,6,3,False,False,LTLHL-Farm-274.php,
275,53,True,8,0,21,1,False,False,LTLHL-Farm-275.php,
276,54,True,14,1,20,2,False,False,LTLHL-Farm-276.php,
277,54,True,17,4,2,1,False,False,LTLHL-Farm-277.php,
278,54,True,19,2,3,6,False,False,LTLHL-Farm-278.php,
279,54,True,7,2,12,1,False,False,LTLHL-Farm-279.php,
280,54,True,15,0,9,3,False,False,LTLHL-Farm-280.php,
281,55,True,24,4,22,3,False,False,LTLHL-Farm-281.php,
282,55,True,13,2,10,3,True,False,LTLHL-Farm-282.php,
283,55,True,5,2,4,4,False,False,LTLHL-Farm-283.php,
284,55,True,16,3,8,2,False,False,LTLHL-Farm-284.php,
285,55,True,18,2,23,3,False,False,LTLHL-Farm-285.php,
286,56,True,15,4,17,5,False,False,LTLHL-Farm-286.php,
287,56,True,14,0,1,3,False,False,LTLHL-Farm-287.php,
288,56,True,21,4,13,3,True,False,LTLHL-Farm-288.php,
289,56,True,20,3,7,1,False,False,LTLHL-Farm-289.php,
290,56,True,11,0,18,3,False,False,LTLHL-Farm-290.php,
291,56,True,19,1,6,4,False,False,LTLHL-Farm-291.php,
292,57,True,23,2,5,4,False,False,LTLHL-Farm-292.php,
293,57,True,3,2,15,5,False,False,LTLHL-Farm-293.php,
294,57,True,16,3,22,4,True,True,LTLHL-Farm-294.php,
295,57,True,12,2,2,1,True,False,LTLHL-Farm-295.php,
296,57,True,4,4,9,2,False,False,LTLHL-Farm-296.php,
297,58,True,24,2,19,4,False,False,LTLHL-Farm-297.php,
298,58,True,21,1,11,2,False,False,LTLHL-Farm-298.php,
299,58,True,10,5,14,0,False,False,LTLHL-Farm-299.php,
300,58,True,20,3,8,2,True,False,LTLHL-Farm-300.php,
301,58,True,1,2,17,4,False,False,LTLHL-Farm-301.php,
302,59,True,2,4,16,2,False,False,LTLHL-Farm-302.php,
303,59,True,18,5,3,6,True,False,LTLHL-Farm-303.php,
304,59,True,5,3,12,4,True,True,LTLHL-Farm-304.php,
305,59,True,4,4,21,0,False,False,LTLHL-Farm-305.php,
306,59,True,23,0,24,2,False,False,LTLHL-Farm-306.php,
307,59,True,22,2,13,3,True,False,LTLHL-Farm-307.php,
308,60,True,14,3,10,2,True,False,LTLHL-Farm-308.php,
309,60,True,1,1,20,0,False,False,LTLHL-Farm-309.php,
310,60,True,15,5,4,3,False,False,LTLHL-Farm-310.php,
311,60,True,7,3,23,1,False,False,LTLHL-Farm-311.php,
312,61,True,18,3,1,1,False,False,LTLHL-Farm-312.php,
313,61,True,11,1,6,3,False,False,LTLHL-Farm-313.php,
314,61,True,5,1,7,3,False,False,LTLHL-Farm-314.php,
315,61,True,2,4,9,3,False,False,LTLHL-Farm-315.php,
316,61,True,8,3,19,2,True,False,LTLHL-Farm-316.php,
317,61,True,13,4,15,2,False,False,LTLHL-Farm-317.php,
318,62,True,12,0,18,1,False,False,LTLHL-Farm-318.php,
319,62,True,24,1,14,5,False,False,LTLHL-Farm-319.php,
320,62,True,10,2,22,0,False,False,LTLHL-Farm-320.php,
321,62,True,17,7,3,3,False,False,LTLHL-Farm-321.php,
322,63,True,20,0,11,4,False,False,LTLHL-Farm-322.php,
323,63,True,13,3,5,2,False,False,LTLHL-Farm-323.php,
324,63,True,16,5,21,1,False,False,LTLHL-Farm-324.php,
325,63,True,19,5,2,0,False,False,LTLHL-Farm-325.php,
326,64,True,12,1,17,4,False,False,LTLHL-Farm-326.php,
327,64,True,22,0,8,3,False,False,LTLHL-Farm-327.php,
328,64,True,4,4,24,3,False,False,LTLHL-Farm-328.php,
329,64,True,15,1,16,3,False,False,LTLHL-Farm-329.php,
330,64,True,3,3,10,4,False,False,LTLHL-Farm-330.php,
331,64,True,9,2,23,3,False,False,LTLHL-Farm-331.php,
332,65,True,13,3,20,2,False,False,LTLHL-Farm-332.php,
333,65,True,6,3,12,4,False,False,LTLHL-Farm-333.php,
334,65,True,7,1,1,5,False,False,LTLHL-Farm-334.php,
335,65,True,21,2,4,6,False,False,LTLHL-Farm-335.php,
336,66,True,24,2,13,3,False,False,LTLHL-Farm-336.php,
337,66,True,2,3,18,2,False,False,LTLHL-Farm-337.php,
338,66,True,22,2,6,4,False,False,LTLHL-Farm-338.php,
339,66,True,17,4,7,5,True,True,LTLHL-Farm-339.php,
340,67,True,10,4,15,6,False,False,LTLHL-Farm-340.php,
341,67,True,19,2,9,3,False,False,LTLHL-Farm-341.php,
342,67,True,23,4,11,1,False,False,LTLHL-Farm-342.php,
343,67,True,1,2,14,1,True,False,LTLHL-Farm-343.php,
344,67,True,8,1,5,3,False,False,LTLHL-Farm-344.php,
345,67,True,21,3,16,5,False,False,LTLHL-Farm-345.php,
346,68,True,24,2,3,1,False,False,LTLHL-Farm-346.php,
347,68,True,17,7,19,2,False,False,LTLHL-Farm-347.php,
348,68,True,12,1,20,2,False,False,LTLHL-Farm-348.php,
349,68,True,4,2,2,1,False,False,LTLHL-Farm-349.php,
350,68,True,18,0,22,2,False,False,LTLHL-Farm-350.php,
351,68,True,15,3,8,4,True,False,LTLHL-Farm-351.php,
352,69,True,23,2,21,1,True,True,LTLHL-Farm-352.php,
353,69,True,14,1,10,0,False,False,LTLHL-Farm-353.php,
354,69,True,13,5,17,2,False,False,LTLHL-Farm-354.php,
355,69,True,11,1,12,2,True,True,LTLHL-Farm-355.php,
356,69,True,5,2,24,1,False,False,LTLHL-Farm-356.php,
357,69,True,7,2,1,4,False,False,LTLHL-Farm-357.php,
358,70,True,6,3,4,0,False,False,LTLHL-Farm-358.php,
359,70,True,20,0,23,2,False,False,LTLHL-Farm-359.php,
360,70,True,16,2,13,1,False,False,LTLHL-Farm-360.php,
361,70,True,22,2,9,1,False,False,LTLHL-Farm-361.php,
362,71,True,11,2,7,0,False,False,LTLHL-Farm-362.php,
363,71,True,14,2,18,1,True,False,LTLHL-Farm-363.php,
364,71,True,10,3,6,4,True,True,LTLHL-Farm-364.php,
365,71,True,1,4,5,3,True,False,LTLHL-Farm-365.php,
366,71,True,21,3,3,4,False,False,LTLHL-Farm-366.php,
367,71,True,8,2,15,5,False,False,LTLHL-Farm-367.php,
368,72,True,12,2,19,3,False,False,LTLHL-Farm-368.php,
369,72,True,20,5,16,4,False,False,LTLHL-Farm-369.php,
370,72,True,22,1,2,3,False,False,LTLHL-Farm-370.php,
371,72,True,4,2,11,1,False,False,LTLHL-Farm-371.php,
372,73,True,18,1,14,2,True,True,LTLHL-Farm-372.php,
373,73,True,7,2,21,6,False,False,LTLHL-Farm-373.php,
374,73,True,17,3,8,1,False,False,LTLHL-Farm-374.php,
375,73,True,3,4,24,3,True,False,LTLHL-Farm-375.php,
376,73,True,23,4,10,0,False,False,LTLHL-Farm-376.php,
377,73,True,13,1,12,2,False,False,LTLHL-Farm-377.php,
378,74,True,5,3,20,2,True,False,LTLHL-Farm-378.php,
379,74,True,16,3,22,1,False,False,LTLHL-Farm-379.php,
380,74,True,6,2,17,1,False,False,LTLHL-Farm-380.php,
381,74,True,1,0,4,2,False,False,LTLHL-Farm-381.php,
382,75,True,15,3,23,0,False,False,LTLHL-Farm-382.php,
383,75,True,8,0,13,2,False,False,LTLHL-Farm-383.php,
384,75,True,11,2,1,3,False,False,LTLHL-Farm-384.php,
385,75,True,3,4,9,3,True,False,LTLHL-Farm-385.php,
386,76,True,10,3,7,1,False,False,LTLHL-Farm-386.php,
387,76,True,14,1,6,3,False,False,LTLHL-Farm-387.php,
388,76,True,16,2,18,3,False,False,LTLHL-Farm-388.php,
389,76,True,4,3,19,0,False,False,LTLHL-Farm-389.php,
390,76,True,21,0,2,1,False,False,LTLHL-Farm-390.php,
391,76,True,24,2,5,3,True,False,LTLHL-Farm-391.php,
392,77,True,20,5,15,1,False,False,LTLHL-Farm-392.php,
393,77,True,13,2,3,3,False,False,LTLHL-Farm-393.php,
394,77,True,12,0,11,2,False,False,LTLHL-Farm-394.php,
395,77,True,8,2,14,3,True,True,LTLHL-Farm-395.php,
396,77,True,22,2,17,1,True,False,LTLHL-Farm-396.php,
397,77,True,9,6,16,3,False,False,LTLHL-Farm-397.php,
398,78,True,1,1,21,3,False,False,LTLHL-Farm-398.php,
399,78,True,2,1,24,0,False,False,LTLHL-Farm-399.php,
400,78,True,6,1,10,2,False,False,LTLHL-Farm-400.php,
401,78,True,5,3,23,2,False,False,LTLHL-Farm-401.php,
402,78,True,4,3,8,2,False,False,LTLHL-Farm-402.php,
403,78,True,18,1,12,2,False,False,LTLHL-Farm-403.php,
404,79,True,17,2,20,4,False,False,LTLHL-Farm-404.php,
405,79,True,9,3,22,2,True,False,LTLHL-Farm-405.php,
406,79,True,3,2,13,3,False,False,LTLHL-Farm-406.php,
407,79,True,15,5,1,2,False,False,LTLHL-Farm-407.php,
408,80,True,18,2,4,3,False,False,LTLHL-Farm-408.php,
409,80,True,21,3,7,1,False,False,LTLHL-Farm-409.php,
410,80,True,2,4,19,2,False,False,LTLHL-Farm-410.php,
411,80,True,23,2,6,3,True,False,LTLHL-Farm-411.php,
412,80,True,16,1,9,5,False,False,LTLHL-Farm-412.php,
413,81,True,10,5,5,1,False,False,LTLHL-Farm-413.php,
414,81,True,13,4,14,1,False,False,LTLHL-Farm-414.php,
415,81,True,3,1,11,3,False,False,LTLHL-Farm-415.php,
416,81,True,22,4,15,2,False,False,LTLHL-Farm-416.php,
417,81,True,24,2,18,1,False,False,LTLHL-Farm-417.php,
418,81,True,8,1,2,3,False,False,LTLHL-Farm-418.php,
419,82,True,7,4,16,6,False,False,LTLHL-Farm-419.php,
420,82,True,20,4,12,2,False,False,LTLHL-Farm-420.php,
421,82,True,21,5,17,2,False,False,LTLHL-Farm-421.php,
