Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,ArenaCapacity #1,ArenaCapacity #2,TicketPrice #1,TicketPrice #2,Attendance #1,Attendance #2,ScheduleGameInAYear,SalaryCapToDate,SalaryCapPerDay,TotalPlayersSalaries,TotalPlayersSalariesAverage,Expenses Per Days,TotalAttendance,TotalIncome,ExpenseThisSeason,SeasonTicketPCT,TeamPopularity,CoachID,Empty3,Morale,PowerRanking,StandingPlayoffTitle,DidNotMakePlayoff,PlayOffWinRound,PlayOffEliminated,UniqueID,EstimatedRevenue,EstimatedSeasonExpense,Empty4,Empty5,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal,
11,Farm Team 11,F11,,Division 5,Conference 2,0,0,0,2000,1000,35,15,0,0,0,0,0,8362266,8362266,0,0,0,0,10,100,56,,50,11,,True,0,True,11,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Farm Team 12,F12,,Division 2,Conference 1,0,0,0,2000,1000,35,15,5879,3000,0,0,0,8620013,8620013,0,8879,313456,0,10,100,65,,50,12,,False,0,True,12,0,0,,,L4,2,4,0,0,0,0,0,6,2,4,0,0,0,0,0,4,8,16,3,0,3,0,0,0,0,0,2,12,15,1,21,4,0,114,168,52,30,48,35,1,3,4,0,1,9023,7993,4753,2628,5211,2375,0,8,16,24,44,167,92,203,68,156,38,86,0
13,Farm Team 13,F13,,Division 6,Conference 2,0,0,0,2000,1000,35,15,5941,3000,0,0,0,8484722,8484722,0,8941,316169,0,10,100,74,,50,13,,False,0,True,13,0,0,,,L3,2,4,0,0,0,0,0,6,2,4,0,0,0,0,0,4,16,19,3,1,2,0,0,0,0,0,11,11,16,5,18,2,1,155,157,52,55,57,43,0,7,5,4,0,8281,8756,4563,2557,6079,2350,0,16,30,46,48,154,97,190,90,200,34,87,0
14,Farm Team 14,F14,,Division 1,Conference 1,0,0,0,2000,1000,35,15,0,0,0,0,0,8416933,8416933,0,0,0,0,10,100,63,,50,14,,True,0,True,14,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Farm Team 15,F15,,Division 6,Conference 2,0,0,0,2000,1000,35,15,15982,7992,0,0,0,9047454,9047454,0,23974,849062,0,10,100,32,,50,15,,False,0,True,15,0,0,,,L3,6,4,0,0,0,0,0,15,9,6,0,0,0,0,0,18,53,41,8,5,3,0,0,0,0,0,31,23,51,6,48,6,1,524,390,114,176,174,174,0,22,16,15,0,20104,22042,11854,6722,14977,6129,1,53,96,149,107,350,249,482,249,548,129,236,0
16,Farm Team 16,F16,,Division 3,Conference 1,0,0,0,2000,1000,35,15,23947,12000,0,0,0,8072174,8072174,0,35947,1272681,0,10,100,5,,50,16,,False,0,False,16,0,0,,,W2,7,2,0,0,1,0,0,23,16,7,0,0,0,0,0,32,76,57,12,9,3,0,0,0,0,0,41,32,86,18,76,15,2,719,713,198,200,235,247,37,26,28,17,5,33360,35069,18325,10428,24279,9374,1,76,131,207,182,581,415,807,461,817,208,368,0
17,Farm Team 17,F17,,Division 4,Conference 2,0,0,0,2000,1000,35,15,20000,9969,0,0,0,8234115,8234115,0,29969,1061919,0,10,100,57,,50,17,,False,0,True,17,0,0,,,L2,5,5,0,0,0,0,0,22,13,9,0,0,0,0,0,26,67,64,10,7,3,0,0,0,0,0,32,21,65,4,71,16,2,640,630,194,239,192,209,0,26,21,20,0,32152,30210,16838,9932,20698,8258,3,67,121,188,178,512,386,757,357,718,176,347,0
18,Farm Team 18,F18,,Division 1,Conference 1,0,0,0,2000,1000,35,15,0,0,0,0,0,7877499,7877499,0,0,0,0,10,100,72,,50,18,,True,0,True,18,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Farm Team 19,F19,,Division 5,Conference 2,0,0,0,2000,1000,35,15,0,0,0,0,0,8198204,8198204,0,0,0,0,10,100,42,,50,19,,True,0,True,19,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Farm Team 20,F20,,Division 2,Conference 1,0,0,0,2000,1000,35,15,10000,5000,0,0,0,8872032,8872032,0,15000,531250,0,10,100,45,,50,20,,False,0,True,20,0,0,,,L1,6,3,0,0,1,0,0,10,6,4,0,0,0,0,0,12,25,22,5,2,3,0,0,0,0,0,12,15,29,8,49,6,0,303,367,93,102,101,85,15,10,6,8,1,16098,14171,8005,4713,9564,3890,2,25,46,71,129,295,181,408,184,359,63,131,0
21,Farm Team 21,F21,,Division 4,Conference 2,0,0,0,2000,1000,35,15,0,0,0,0,0,8543164,8543164,0,0,0,0,10,100,33,,50,21,,True,0,True,21,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Farm Team 22,F22,,Division 3,Conference 1,0,0,0,2000,1000,35,15,0,0,0,0,0,7832946,7832946,0,0,0,0,10,100,46,,50,22,,True,0,True,22,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Farm Team 23,F23,,Division 5,Conference 2,0,0,0,2000,1000,35,15,11942,6000,0,0,0,8206959,8206959,0,17942,634962,0,10,100,60,,50,23,,False,0,True,23,0,0,,,L1,4,5,0,0,1,0,0,13,6,7,0,0,0,0,0,12,42,41,6,2,4,0,0,0,0,0,20,20,47,7,36,6,0,338,381,109,125,101,102,10,17,9,15,1,17340,20422,10115,5595,14527,5203,0,42,76,118,89,315,211,432,199,405,110,219,0
24,Farm Team 24,F24,,Division 2,Conference 1,0,0,0,2000,1000,35,15,10000,5000,0,0,0,7876014,7876014,0,15000,531250,0,10,100,11,,50,24,,False,0,True,24,0,0,,,L4,4,6,0,0,0,0,0,11,4,7,0,0,0,0,0,8,21,35,5,1,4,0,0,0,0,0,9,20,44,8,34,4,0,251,293,79,74,82,86,9,6,5,8,2,16005,15927,8484,4927,11008,4169,1,21,37,58,72,208,163,337,144,326,86,161,0
